antecedent,consequent,confidence,lift,count,antecedent_count,support,size
Post_Time=pre_market & Mkt_trend=uptrend,NEXT_DayDir=day_UP,0.7619,1.3376,16,21,0.2025,2
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_volatility=high,NEXT_DayDir=day_UP,0.7619,1.3376,16,21,0.2025,3
Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_DayDir=day_UP,0.7619,1.3376,16,21,0.2025,3
Subjectivity=factual & Sent_Trend=unknown,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,2
Polarity=neutral & Post_DOW=Tue & Buzz=high_buzz,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Post_DOW=Tue & Sent_Trend=unknown,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Post_DOW=Tue & Mkt_reversion=mild_dip,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Post_DOW=Tue & Mkt_volume_regime=high_vol,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Sent_Trend=unknown,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_trend_strength=weak_uptrend,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_reversion=mild_dip,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_momentum=strong_down,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_volume_regime=high_vol,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Sent_Trend=unknown & Mkt_trend=uptrend,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Sent_Trend=unknown & Mkt_trend_strength=weak_uptrend,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Mkt_trend=uptrend & Mkt_momentum=strong_down,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Mkt_trend=uptrend & Mkt_volume_regime=high_vol,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_down,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=high_vol,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Mkt_reversion=mild_dip & Mkt_volume_regime=high_vol,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Mkt_momentum=strong_down & Mkt_volume_regime=high_vol,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Subjectivity=factual & Post_Time=pre_market & Sent_Trend=unknown,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Subjectivity=factual & Sent_Trend=unknown & Mkt_momentum=strong_down,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Subjectivity=factual & Sent_Trend=unknown & Mkt_volatility=high,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Post_DOW=Tue & Buzz=high_buzz & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Post_DOW=Tue & Sent_Trend=unknown & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Post_DOW=Tue & Mkt_reversion=mild_dip & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Post_DOW=Tue & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Buzz=high_buzz & Sent_Trend=unknown & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Buzz=high_buzz & Mkt_trend_strength=weak_uptrend & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Buzz=high_buzz & Mkt_reversion=mild_dip & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Buzz=high_buzz & Mkt_momentum=strong_down & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Buzz=high_buzz & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Sent_Trend=unknown & Mkt_trend=uptrend & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Sent_Trend=unknown & Mkt_trend_strength=weak_uptrend & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Mkt_trend=uptrend & Mkt_momentum=strong_down & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Mkt_trend=uptrend & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_down & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Mkt_reversion=mild_dip & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Mkt_momentum=strong_down & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_FullDay=day_flat,0.875,2.6587,7,8,0.0886,3
Polarity=neutral & Mkt_trend=trend_breaking,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,2
Subjectivity=factual & Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,2
Buzz=low_buzz & Mkt_trend_strength=weak_downtrend,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,2
Polarity=neutral & Mkt_trend=trend_breaking & Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Polarity=neutral & Mkt_trend=trend_breaking & Mkt_volatility=high,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Polarity=neutral & Mkt_trend=trend_breaking & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Polarity=neutral & Mkt_trend=trend_breaking & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=mixed & Sent_Trend=stable & Mkt_trend=trend_breaking,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=mixed & Sent_Trend=stable & Mkt_trend_strength=weak_downtrend,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=mixed & Sent_Trend=stable & Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=mixed & Mkt_trend=trend_breaking & Mkt_trend_strength=weak_downtrend,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=mixed & Mkt_trend_strength=weak_downtrend & Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=factual & Mkt_reversion=bounce_setup & Mkt_volatility=high,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=factual & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Subjectivity=factual & Mkt_reversion=bounce_setup & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Buzz=low_buzz & Sent_Trend=stable & Mkt_trend=trend_breaking,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Buzz=low_buzz & Sent_Trend=stable & Mkt_trend_strength=weak_downtrend,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Buzz=low_buzz & Sent_Trend=stable & Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Buzz=low_buzz & Mkt_trend_strength=weak_downtrend & Mkt_volatility=high,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Buzz=low_buzz & Mkt_trend_strength=weak_downtrend & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Sent_Trend=stable & Mkt_trend_strength=weak_downtrend & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Sent_Trend=stable & Mkt_reversion=bounce_setup & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,7,7,0.0886,3
Polarity=neutral & Buzz=moderate_buzz,NEXT_30m=30m_surge,0.7857,1.881,11,14,0.1392,2
Buzz=moderate_buzz & Sentiment=neutral,NEXT_30m=30m_surge,0.7857,1.881,11,14,0.1392,2
Polarity=neutral & Buzz=moderate_buzz & Mkt_volatility=high,NEXT_30m=30m_surge,0.7857,1.881,11,14,0.1392,3
Polarity=neutral & Buzz=moderate_buzz & Sentiment=neutral,NEXT_30m=30m_surge,0.7857,1.881,11,14,0.1392,3
Buzz=moderate_buzz & Mkt_volatility=high & Sentiment=neutral,NEXT_30m=30m_surge,0.7857,1.881,11,14,0.1392,3
Polarity=neutral & Buzz=high_buzz,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,2
Subjectivity=factual & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,2
Buzz=high_buzz & Sentiment=neutral,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,2
Polarity=neutral & Subjectivity=factual & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Polarity=neutral & Buzz=high_buzz & Mkt_trend=uptrend,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Polarity=neutral & Buzz=high_buzz & Mkt_volatility=high,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Polarity=neutral & Buzz=high_buzz & Sentiment=neutral,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Polarity=neutral & Sent_Trend=stable & Mkt_reversion=fade_setup,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Subjectivity=factual & Mkt_trend=uptrend & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Subjectivity=factual & Mkt_trend_strength=strong_uptrend & Mkt_momentum=strong_up,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Subjectivity=factual & Mkt_trend_strength=strong_uptrend & Mkt_volatility=high,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Subjectivity=factual & Mkt_trend_strength=strong_uptrend & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Subjectivity=factual & Mkt_trend_strength=strong_uptrend & Sentiment=neutral,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Subjectivity=factual & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Buzz=high_buzz & Mkt_trend=uptrend & Sentiment=neutral,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Buzz=high_buzz & Mkt_volatility=high & Sentiment=neutral,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Sent_Trend=stable & Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_DayDir=day_UP,0.9167,1.6093,11,12,0.1392,3
Subjectivity=factual & Buzz=moderate_buzz & Sent_Trend=stable,NEXT_2Day=2day_big_up,0.8,2.528,8,10,0.1013,3
Polarity=neutral & Subjectivity=factual,NEXT_DayDir=day_UP,0.6471,1.1359,22,34,0.2785,2
Polarity=neutral & Subjectivity=factual & Mkt_volatility=high,NEXT_DayDir=day_UP,0.6471,1.1359,22,34,0.2785,3
Polarity=neutral & Subjectivity=factual & Sentiment=neutral,NEXT_DayDir=day_UP,0.6471,1.1359,22,34,0.2785,3
Sent_Trend=stable & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_30m=30m_surge,0.6296,1.5073,17,27,0.2152,3
Buzz=moderate_buzz & Sent_Trend=stable & Mkt_trend=uptrend,NEXT_2Day=2day_big_up,0.75,2.37,9,12,0.1139,3
Polarity=neutral & Mkt_trend=uptrend,NEXT_2h_Max=2h_rip,0.6,1.4812,18,30,0.2278,2
Mkt_trend=uptrend & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.6,1.4812,18,30,0.2278,2
Polarity=neutral & Mkt_trend=uptrend & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.6,1.4812,18,30,0.2278,3
Polarity=neutral & Mkt_trend=uptrend & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.6,1.4812,18,30,0.2278,3
Mkt_trend=uptrend & Mkt_volatility=high & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.6,1.4812,18,30,0.2278,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend,NEXT_1h_Spike=1h_big_spike,0.875,1.3042,14,16,0.1772,2
Post_Time=market_hours & Mkt_volume_regime=normal_vol,NEXT_1h_Spike=1h_big_spike,0.875,1.3042,14,16,0.1772,2
Subjectivity=factual & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_1h_Spike=1h_big_spike,0.875,1.3042,14,16,0.1772,3
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend,NEXT_1h_Spike=1h_big_spike,0.875,1.3042,14,16,0.1772,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_1h_Spike=1h_big_spike,0.875,1.3042,14,16,0.1772,3
Post_Time=market_hours & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_1h_Spike=1h_big_spike,0.875,1.3042,14,16,0.1772,3
Post_Time=market_hours & Mkt_trend=uptrend,NEXT_Gap=gap_down,0.6667,2.3939,10,15,0.1266,2
Post_Time=market_hours & Mkt_momentum=strong_up,NEXT_Gap=gap_down,0.6667,2.3939,10,15,0.1266,2
Post_Time=market_hours & Mkt_trend=uptrend & Mkt_volatility=high,NEXT_Gap=gap_down,0.6667,2.3939,10,15,0.1266,3
Post_Time=market_hours & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_Gap=gap_down,0.6667,2.3939,10,15,0.1266,3
Buzz=moderate_buzz & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_FullDay=day_big_up,0.6667,2.3939,10,15,0.1266,3
Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup,NEXT_FullDay=day_big_up,0.8571,3.0779,6,7,0.0759,2
Buzz=low_buzz & Mkt_trend=uptrend & Mkt_reversion=fade_setup,NEXT_FullDay=day_big_up,0.8571,3.0779,6,7,0.0759,3
Buzz=low_buzz & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_FullDay=day_big_up,0.8571,3.0779,6,7,0.0759,3
Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup,NEXT_FullDay=day_big_up,0.8571,3.0779,6,7,0.0759,3
Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_FullDay=day_big_up,0.8571,3.0779,6,7,0.0759,3
Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_FullDay=day_big_up,0.8571,3.0779,6,7,0.0759,3
Post_Time=pre_market & Sent_Trend=unknown,NEXT_2h_Max=2h_strong,0.6471,2.2225,11,17,0.1392,2
Post_Time=pre_market & Mkt_momentum=strong_down,NEXT_2h_Max=2h_strong,0.6471,2.2225,11,17,0.1392,2
Sent_Trend=unknown & Mkt_momentum=strong_down,NEXT_2h_Max=2h_strong,0.6471,2.2225,11,17,0.1392,2
Post_Time=pre_market & Sent_Trend=unknown & Mkt_volatility=high,NEXT_2h_Max=2h_strong,0.6471,2.2225,11,17,0.1392,3
Post_Time=pre_market & Mkt_momentum=strong_down & Mkt_volatility=high,NEXT_2h_Max=2h_strong,0.6471,2.2225,11,17,0.1392,3
Sent_Trend=unknown & Mkt_momentum=strong_down & Mkt_volatility=high,NEXT_2h_Max=2h_strong,0.6471,2.2225,11,17,0.1392,3
Subjectivity=factual & Buzz=high_buzz,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,2
Polarity=neutral & Subjectivity=factual & Buzz=high_buzz,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Polarity=neutral & Post_Time=market_hours & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Subjectivity=factual & Buzz=high_buzz & Mkt_trend=uptrend,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Subjectivity=factual & Buzz=high_buzz & Mkt_volatility=high,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Subjectivity=factual & Buzz=high_buzz & Sentiment=neutral,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Post_Time=market_hours & Mkt_trend_strength=strong_uptrend & Sentiment=neutral,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Buzz=moderate_buzz & Sent_Trend=stable & Mkt_reversion=fade_setup,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Sent_Trend=stable & Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup,NEXT_DayDir=day_UP,1.0,1.7556,9,9,0.1139,3
Polarity=neutral & Post_DOW=Mon & Buzz=moderate_buzz,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Polarity=neutral & Post_DOW=Mon & Mkt_trend_strength=strong_uptrend,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Polarity=neutral & Post_DOW=Mon & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Buzz=moderate_buzz,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Mkt_trend=uptrend,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Mkt_trend_strength=strong_uptrend,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Mkt_momentum=strong_up,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Post_Time=market_hours & Buzz=moderate_buzz & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Post_Time=market_hours & Sent_Trend=stable & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Post_DOW=Mon & Buzz=moderate_buzz & Sentiment=neutral,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Post_DOW=Wed & Mkt_trend=downtrend & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Post_DOW=Mon & Mkt_trend_strength=strong_uptrend & Sentiment=neutral,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Post_DOW=Mon & Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Buzz=low_buzz & Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,5,5,0.0633,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend,NEXT_FullDay=day_flat,0.6875,2.0889,11,16,0.1392,2
Post_Time=pre_market & Mkt_reversion=mild_dip,NEXT_FullDay=day_flat,0.6875,2.0889,11,16,0.1392,2
Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_flat,0.6875,2.0889,11,16,0.1392,2
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend,NEXT_FullDay=day_flat,0.6875,2.0889,11,16,0.1392,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_FullDay=day_flat,0.6875,2.0889,11,16,0.1392,3
Post_Time=pre_market & Mkt_reversion=mild_dip & Mkt_volatility=high,NEXT_FullDay=day_flat,0.6875,2.0889,11,16,0.1392,3
Mkt_reversion=bounce_setup & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_flat,0.6875,2.0889,11,16,0.1392,3
Polarity=neutral & Post_DOW=Tue,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,2
Polarity=neutral & Buzz=high_buzz,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,2
Post_DOW=Tue & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,2
Buzz=high_buzz & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,2
Polarity=neutral & Post_Time=pre_market & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Polarity=neutral & Post_DOW=Tue & Mkt_volatility=high,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Polarity=neutral & Post_DOW=Tue & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_trend=uptrend,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_volatility=high,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Polarity=neutral & Buzz=high_buzz & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Post_Time=pre_market & Mkt_momentum=strong_down & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Post_DOW=Tue & Mkt_volatility=high & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Buzz=high_buzz & Mkt_trend=uptrend & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Buzz=high_buzz & Mkt_volatility=high & Sentiment=neutral,NEXT_2Day=2day_flat,0.5833,3.8403,7,12,0.0886,3
Buzz=low_buzz & Mkt_reversion=fade_setup,NEXT_2h_Max=2h_rip,0.8889,2.1944,8,9,0.1013,2
Polarity=neutral & Buzz=moderate_buzz & Mkt_reversion=fade_setup,NEXT_2h_Max=2h_rip,0.8889,2.1944,8,9,0.1013,3
Subjectivity=factual & Buzz=moderate_buzz & Mkt_trend_strength=strong_uptrend,NEXT_2h_Max=2h_rip,0.8889,2.1944,8,9,0.1013,3
Subjectivity=factual & Buzz=moderate_buzz & Mkt_reversion=fade_setup,NEXT_2h_Max=2h_rip,0.8889,2.1944,8,9,0.1013,3
Buzz=low_buzz & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.8889,2.1944,8,9,0.1013,3
Buzz=low_buzz & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.8889,2.1944,8,9,0.1013,3
Buzz=moderate_buzz & Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.8889,2.1944,8,9,0.1013,3
Polarity=neutral & Subjectivity=factual & Mkt_momentum=strong_down,NEXT_FullDay=day_flat,0.8,2.4308,8,10,0.1013,3
Subjectivity=factual & Post_Time=pre_market & Mkt_momentum=strong_down,NEXT_FullDay=day_flat,0.8,2.4308,8,10,0.1013,3
Subjectivity=factual & Mkt_momentum=strong_down & Sentiment=neutral,NEXT_FullDay=day_flat,0.8,2.4308,8,10,0.1013,3
Polarity=neutral & Mkt_trend=uptrend,NEXT_30m=30m_surge,0.6,1.4364,18,30,0.2278,2
Mkt_trend=uptrend & Sentiment=neutral,NEXT_30m=30m_surge,0.6,1.4364,18,30,0.2278,2
Polarity=neutral & Mkt_trend=uptrend & Mkt_volatility=high,NEXT_30m=30m_surge,0.6,1.4364,18,30,0.2278,3
Polarity=neutral & Mkt_trend=uptrend & Sentiment=neutral,NEXT_30m=30m_surge,0.6,1.4364,18,30,0.2278,3
Mkt_trend=uptrend & Mkt_volatility=high & Sentiment=neutral,NEXT_30m=30m_surge,0.6,1.4364,18,30,0.2278,3
Post_Time=pre_market & Mkt_trend_strength=weak_downtrend,NEXT_1h_Spike=1h_small_up,0.7143,4.3407,5,7,0.0633,2
Subjectivity=mixed & Buzz=high_buzz & Mkt_volume_regime=normal_vol,NEXT_1h_Spike=1h_small_up,0.7143,4.3407,5,7,0.0633,3
Post_Time=pre_market & Mkt_trend_strength=weak_downtrend & Mkt_volatility=high,NEXT_1h_Spike=1h_small_up,0.7143,4.3407,5,7,0.0633,3
Post_Time=pre_market & Mkt_trend_strength=weak_downtrend & Mkt_volume_regime=normal_vol,NEXT_1h_Spike=1h_small_up,0.7143,4.3407,5,7,0.0633,3
Sent_Trend=stable & Mkt_trend_strength=weak_downtrend,NEXT_FullDay=day_flat,0.7143,2.1703,10,14,0.1266,2
Sent_Trend=stable & Mkt_reversion=bounce_setup,NEXT_FullDay=day_flat,0.7143,2.1703,10,14,0.1266,2
Sent_Trend=stable & Mkt_trend_strength=weak_downtrend & Mkt_volatility=high,NEXT_FullDay=day_flat,0.7143,2.1703,10,14,0.1266,3
Sent_Trend=stable & Mkt_trend_strength=weak_downtrend & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_flat,0.7143,2.1703,10,14,0.1266,3
Sent_Trend=stable & Mkt_reversion=bounce_setup & Mkt_volatility=high,NEXT_FullDay=day_flat,0.7143,2.1703,10,14,0.1266,3
Sent_Trend=stable & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_flat,0.7143,2.1703,10,14,0.1266,3
Buzz=moderate_buzz & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,0.8571,1.5048,12,14,0.1519,2
Polarity=neutral & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_UP,0.8571,1.5048,12,14,0.1519,3
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_reversion=mild_dip,NEXT_DayDir=day_UP,0.8571,1.5048,12,14,0.1519,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_reversion=mild_dip,NEXT_DayDir=day_UP,0.8571,1.5048,12,14,0.1519,3
Buzz=moderate_buzz & Mkt_trend=uptrend & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,0.8571,1.5048,12,14,0.1519,3
Buzz=moderate_buzz & Mkt_trend_strength=strong_uptrend & Mkt_momentum=strong_up,NEXT_DayDir=day_UP,0.8571,1.5048,12,14,0.1519,3
