antecedent,consequent,support,confidence,lift,count,antecedent_count,antecedent_size
DOW=Wed & OBV_Trend=distributing & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.5,4,5,4
DOW=Wed & OBV_Trend=distributing & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
DOW=Wed & OBV_Trend=distributing & ATR_Regime=high_vol & Trend_Break=intact,NEXT_TotalDir=total_UP,0.0667,0.8,1.4118,4,5,4
DOW=Wed & OBV_Trend=distributing & ATR_Regime=high_vol & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
DOW=Wed & OBV_Trend=distributing & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapAction=gap_and_go,0.05,0.6,3.2727,3,5,4
DOW=Fri & OBV_Trend=accumulating & Streak=1_up & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
DOW=Tue & OBV_Trend=accumulating & Streak=3_down & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Wed & OBV_Trend=accumulating & Streak=1_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Wed & OBV_Trend=distributing & Streak=1_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
DOW=Wed & OBV_Trend=distributing & Streak=1_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
DOW=Fri & OBV_Trend=accumulating & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
DOW=Mon & OBV_Trend=accumulating & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.0667,1.0,2.2222,4,4,4
DOW=Mon & OBV_Trend=accumulating & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.0667,1.0,2.1429,4,4,4
DOW=Mon & OBV_Trend=accumulating & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapSize=gap_big_up,0.05,0.75,3.4615,3,4,4
DOW=Mon & OBV_Trend=accumulating & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
DOW=Mon & OBV_Trend=accumulating & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapAction=gap_fade,0.05,0.75,3.75,3,4,4
DOW=Thu & OBV_Trend=accumulating & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Thu & OBV_Trend=distributing & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Mon & OBV_Trend=accumulating & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
DOW=Mon & OBV_Trend=accumulating & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Mon & OBV_Trend=accumulating & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
DOW=Mon & OBV_Trend=accumulating & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Thu & OBV_Trend=accumulating & Trend_Break=intact & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Wed & OBV_Trend=distributing & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Wed & OBV_Trend=distributing & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Streak=2_up,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Streak=1_up,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Streak=1_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_Dir=next_big_up,0.05,1.0,3.1579,3,3,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Tue & VWAP_Pos=far_above & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
DOW=Fri & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
DOW=Fri & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.0667,0.8,1.5484,4,5,4
DOW=Fri & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,4
DOW=Fri & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_MoveType=mixed,0.0667,0.8,1.92,4,5,4
DOW=Mon & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.5,4,5,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_Dir=next_big_up,0.05,0.6,1.8947,3,5,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,4
DOW=Thu & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
DOW=Tue & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.5,4,5,4
DOW=Tue & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
DOW=Tue & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
DOW=Wed & VWAP_Pos=far_below & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.0833,1.0,1.875,5,5,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_TotalDir=total_UP,0.0833,1.0,1.7647,5,5,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapAction=gap_and_go,0.05,0.6,3.2727,3,5,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Wed & VWAP_Pos=far_above & ATR_Regime=high_vol & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Thu & VWAP_Pos=far_above & Streak=2_up & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
DOW=Thu & VWAP_Pos=far_above & Streak=2_up & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.0667,0.8,1.5484,4,5,4
DOW=Thu & VWAP_Pos=far_above & Streak=2_up & Trend_Break=intact,NEXT_GapSize=gap_big_down,0.05,0.6,2.4,3,5,4
DOW=Thu & VWAP_Pos=far_above & Streak=2_up & Trend_Break=intact,NEXT_TotalDir=total_DOWN,0.0667,0.8,1.92,4,5,4
DOW=Thu & VWAP_Pos=far_above & Streak=2_up & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
DOW=Wed & VWAP_Pos=far_above & Streak=1_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.0833,1.0,1.875,5,5,4
DOW=Wed & VWAP_Pos=far_above & Streak=1_up & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,4
DOW=Wed & VWAP_Pos=far_above & Streak=1_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.0833,1.0,1.7647,5,5,4
DOW=Thu & VWAP_Pos=far_above & Prev_Change=big_gain & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Thu & VWAP_Pos=far_above & Prev_Change=big_gain & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Fri & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
DOW=Fri & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_Dir=next_big_up,0.05,0.75,2.3684,3,4,4
DOW=Fri & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
DOW=Fri & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
DOW=Mon & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
DOW=Mon & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Mon & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
DOW=Mon & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapAction=gap_fade,0.05,1.0,5.0,3,3,4
DOW=Thu & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
DOW=Thu & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_Dir=next_big_up,0.05,0.75,2.3684,3,4,4
DOW=Thu & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
DOW=Thu & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
DOW=Thu & VWAP_Pos=far_above & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=intraday_move,0.0667,1.0,2.7273,4,4,4
DOW=Mon & VWAP_Pos=far_above & Trend_Break=intact & Reversion=mild_dip,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
DOW=Thu & VWAP_Pos=far_above & Trend_Break=intact & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Wed & VWAP_Pos=far_above & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.0667,1.0,1.875,4,4,4
DOW=Wed & VWAP_Pos=far_above & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.0667,1.0,1.7647,4,4,4
DOW=Wed & VWAP_Pos=far_above & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalSize=total_rip,0.05,0.75,3.75,3,4,4
DOW=Wed & ATR_Regime=high_vol & Streak=1_up & Prev_Change=flat,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Wed & ATR_Regime=high_vol & Streak=1_up & Prev_Change=flat,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Thu & ATR_Regime=high_vol & Streak=2_up & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
DOW=Tue & ATR_Regime=high_vol & Streak=3_down & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Tue & ATR_Regime=high_vol & Streak=2_down & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Wed & ATR_Regime=high_vol & Streak=1_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,4
DOW=Wed & ATR_Regime=high_vol & Streak=1_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
DOW=Wed & ATR_Regime=high_vol & Streak=1_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.0667,0.8,1.4118,4,5,4
DOW=Wed & ATR_Regime=high_vol & Streak=1_up & Trend_Break=intact,NEXT_TotalSize=total_up,0.05,0.6,3.2727,3,5,4
DOW=Wed & ATR_Regime=high_vol & Streak=1_up & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
DOW=Thu & ATR_Regime=high_vol & Prev_Change=surge & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Thu & ATR_Regime=high_vol & Prev_Change=surge & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Fri & ATR_Regime=high_vol & Prev_Change=gain & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
DOW=Fri & ATR_Regime=high_vol & Prev_Change=gain & Trend_Break=intact,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,4
DOW=Thu & ATR_Regime=high_vol & Prev_Change=surge & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Thu & ATR_Regime=high_vol & Prev_Change=surge & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Wed & ATR_Regime=high_vol & Prev_Change=flat & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Wed & ATR_Regime=high_vol & Prev_Change=flat & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Mon & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
DOW=Mon & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Thu & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.5,4,5,4
DOW=Thu & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_Dir=next_big_up,0.05,0.6,1.8947,3,5,4
DOW=Thu & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.0667,0.8,1.7143,4,5,4
DOW=Thu & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.0667,0.8,1.4118,4,5,4
DOW=Thu & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=intraday_move,0.0667,0.8,2.1818,4,5,4
DOW=Tue & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
DOW=Tue & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapSize=gap_big_up,0.05,0.75,3.4615,3,4,4
DOW=Wed & ATR_Regime=high_vol & Fast_Trend=up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
DOW=Wed & ATR_Regime=high_vol & Fast_Trend=up & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
DOW=Wed & ATR_Regime=high_vol & Fast_Trend=up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
DOW=Wed & ATR_Regime=high_vol & Fast_Trend=up & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,0.75,2.0455,3,4,4
DOW=Wed & ATR_Regime=high_vol & Fast_Trend=strong_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Wed & ATR_Regime=high_vol & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Tue & ATR_Regime=high_vol & Trend_Break=intact & Reversion=neutral,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Tue & ATR_Regime=high_vol & Trend_Break=intact & Reversion=neutral,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Wed & ATR_Regime=high_vol & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
DOW=Wed & ATR_Regime=high_vol & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
DOW=Wed & ATR_Regime=high_vol & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.0667,1.0,1.7647,4,4,4
DOW=Wed & Streak=1_up & Prev_Change=flat & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Wed & Streak=1_up & Prev_Change=flat & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Wed & Streak=1_up & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Wed & Streak=1_up & Trend_Break=intact & Reversion=mild_rally,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
DOW=Thu & Prev_Change=surge & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
DOW=Thu & Prev_Change=surge & Fast_Trend=strong_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
DOW=Thu & Prev_Change=big_gain & Trend_Break=intact & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Mon & Fast_Trend=strong_up & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
DOW=Mon & Fast_Trend=strong_up & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Thu & Fast_Trend=strong_up & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
DOW=Thu & Fast_Trend=strong_up & Trend_Break=intact & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
DOW=Wed & Fast_Trend=strong_up & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Volume=high,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Volume=high,NEXT_MoveType=intraday_move,0.05,0.75,2.0455,3,4,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & RSI=overbought,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & MACD_Hist=strong_bull,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & MACD_Hist=strong_bull,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & MACD_Hist=strong_bull,NEXT_Dir=next_big_down,0.05,0.75,4.5,3,4,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & MACD_Hist=strong_bull,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & MACD_Cross=above,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & MACD_Cross=above,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & MACD_Cross=above,NEXT_Dir=next_big_down,0.0667,0.6667,4.0,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & MACD_Cross=above,NEXT_GapDir=gap_UP,0.0667,0.6667,1.4286,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & MACD_Cross=above,NEXT_MoveType=intraday_move,0.0667,0.6667,1.8182,4,6,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & EMA_Trend=strong_bull,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & EMA_Trend=strong_bull,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & EMA_Trend=strong_bull,NEXT_Dir=next_big_down,0.05,0.6,3.6,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & EMA_Trend=strong_bull,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & EMA_Trend=strong_bull,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & BB_Position=above_upper,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & BB_Squeeze=very_wide,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & BB_Squeeze=wide,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & BB_Squeeze=very_wide,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & BB_Squeeze=very_wide,NEXT_Dir=next_big_down,0.05,1.0,6.0,3,3,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & SMA_Align=bullish,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & SMA_Align=bullish,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & SMA_Align=bullish,NEXT_Dir=next_big_down,0.05,1.0,6.0,3,3,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & OBV_Trend=accumulating,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & OBV_Trend=accumulating,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & OBV_Trend=accumulating,NEXT_Dir=next_big_down,0.0667,0.6667,4.0,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & OBV_Trend=accumulating,NEXT_GapDir=gap_UP,0.0667,0.6667,1.4286,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & OBV_Trend=accumulating,NEXT_MoveType=intraday_move,0.0667,0.6667,1.8182,4,6,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & VWAP_Pos=far_above,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & VWAP_Pos=far_above,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & VWAP_Pos=far_above,NEXT_Dir=next_big_down,0.05,0.6,3.6,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & VWAP_Pos=far_above,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & VWAP_Pos=far_above,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
Day_Dir=big_down & Gap=gap_up_big & Range=very_wide & ATR_Regime=high_vol,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & ATR_Regime=high_vol,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & ATR_Regime=high_vol,NEXT_MoveType=intraday_move,0.05,0.75,2.0455,3,4,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Streak=long_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Fast_Trend=strong_up,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Fast_Trend=strong_up,NEXT_Dir=next_big_down,0.05,0.6,3.6,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.0667,0.8,1.7143,4,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Fast_Trend=strong_up,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Fast_Trend=strong_up,NEXT_GapAction=gap_fade,0.05,0.6,3.0,3,5,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Trend_Break=intact,NEXT_Dir=next_big_down,0.0667,0.6667,4.0,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Trend_Break=intact,NEXT_GapDir=gap_UP,0.0667,0.6667,1.4286,4,6,4
Day_Dir=big_up & Gap=gap_down_big & Range=very_wide & Trend_Break=intact,NEXT_MoveType=intraday_move,0.0667,0.6667,1.8182,4,6,4
